"id","name","gng","etsng"
"6365","Аммиак безводный сжиженный","","488161"
"6366","Водород фтористый безводный","","488176"
"6367","Водород хлористый безводный","","488180"
"6368","Воздух сжатый","","488195"
"6369","Газ углекислый (углерода диоксид)","","488208"
"6370","Лед сухой","","488208"
"6371","Углекислота твердая","","488208"
"6372","Углерода диоксид","","488208"
"6373","Газы инертные,не поименованные в алфавите","","488212"
"6374","Газы,кроме энергетических,не поименованные в алфавите","","488227"
"6375","Гексафторпропилен","","488231"
"6376","Гелий сжатый","","488246"
"6377","Диметиламин безводный","","488250"
"6378","Дифторхлорметан","","488265"
"6379","Дифторхлорэтан","","488272"
"6380","Дифторэтан","","488284"
"6381","Инерген","","488299"
"6382","Кислород охлажденный,жидкий","","488301"
"6383","Кислород сжатый","","488316"
"6384","Криптон сжатый","","488320"
"6385","Ксенон","","488335"
"6386","Моновинилацетилен","","488349"
"6387","Неон сжатый","","488354"
"6388","Октафторциклобутан (хладон 318-С)","","488369"
"6389","Хладон 318-С","","488369"
"6390","Пропеллент УФ-1","","488373"
"6391","Водород сернистый (сероводород),сжиженный","","488388"
"6392","Сероводород (водород сернистый),сжиженный","","488388"
"6393","Сера шестифтористая","","488392"
"6394","Серы гексафторид (элегаз,сера шестифтористая)","","488392"
"6395","Элегаз","","488392"
"6396","Смеси газовые моносилана с аргоном","","488405"
"6397","Смеси газовые моносилана с водородом","","488415"
"6398","Тетрафтордибромэтан","","488424"
"6399","Тетрафторэтан","","488439"
"6400","Трифторэтан сжатый","","488443"
"6401","Фосген","","488458"
"6402","Хладон-503","","488462"
"6404","Хлора трифторид (хлор трехфтористый)","","488481"
"6405","Циклопропан,сжиженный","","488496"
"6406","Этен жидкий","","488509"
"6407","Этилен (этен) жидкий","","488509"
"6408","Этилен сжатый","","488513"
"6409","Оксид","","488528"
"6410","Прочие неорганические соединения","","489003"
"6411","Алюминия гидрид","","489018"
"6412","Алюминия карбид","","489022"
"6413","Алюминия силицид (алюминий кремнистый)","","489037"
"6414","Алюмосилиций","","489037"
"6415","Амилы амилины","","489041"
"6416","Амилы и амилины","","489041"
"6417","Бария гидрид","","489056"
"6418","Гидриды,не поименованные в алфавите","","489060"
"6419","Калия амид","","489075"
"6420","Калия боргидрид","","489082"
"6421","Калия гидрид","","489094"
"6422","Калий фосфористый (калия фосфид)","","489107"
"6423","Калия фосфид (калий фосфористый)","","489107"
"6424","Кальция гидрид","","489111"
"6425","Кальция карбид","","489126"
"6426","Кальций кремнистый (кальция силицид)","","489130"
"6427","Кальция силицид (кальций кремнистый)","","489130"
"6428","Кальций фосфористый (кальция фосфид)","","489145"
"6429","Кальция фосфид (кальций фосфористый)","","489145"
"6430","Кальция цианамид","","489159"
"6432","Карбиды,не поименованные в алфавите","","489179"
"6433","Катализатор ЦН","","489183"
"6434","Лития алюмогидрид","","489198"
"6435","Лития амид","","489200"
"6436","Лития боргидрид","","489215"
"6437","Лития гидрид","","489225"
"6438","Лития силицид (литий кремнистый)","","489234"
"6439","Магния гидрид","","489249"
"6440","Магний фосфористый (магния фосфид)","","489253"
"6441","Магния фосфид (магний фосфористый)","","489253"
"6442","Натрия азид","","489268"
"6443","Натрия амид","","489272"
"6444","Натрия боргидрид","","489287"
"6445","Натрия гидрид","","489291"
"6446","Натрий фосфористый (натрия фосфид)","","489304"
"6447","Натрия фосфид (натрий фосфористый)","","489304"
"6448","Неорганические соединения прочие,не поименованные в алфавите","","489319"
"6449","Олова монофосфид","","489323"
"6450","Олова фосфид (олово фосфористое)","","489338"
"6451","Олово фосфористое (олова фосфид)","","489338"
"6452","Сахар-сатурн (свинец уксуснокислый)","","489342"
"6453","Силициды,не поименованные в алфавите","","489357"
"6454","Фосфиды,не поименованные в алфавите","","489361"
"6455","Хлорат-хлорид кальция,незамерзающий раствор","","489376"
"6456","Цинка фосфид","","489380"
"6457","Амидолы","","489395"
"6458","Раздел 9. Продукция пищевой, мясомолочной и рыбной промышленности","","500000"
"6459","Продукция мукомольно-крупяной промышленности","","500005"
"6460","Мука пшеничная","","501008"
"6461","Мука пшеничная высшего сорта","","501012"
"6462","Мука пшеничная 1 сорта","","501027"
"6463","Мука пшеничная 2 сорта","","501031"
"6464","Мука пшеничная,не поименованная в алфавите","","501046"
"6466","Мука ржано-пшеничная","","502015"
"6467","Мука ржаная всякая","","502026"
"6468","Крупа","","503003"
"6469","Горох дробленый,лущеный","","503018"
"6470","Дерть (крупно-дробленое зерно)","","503022"
"6471","Крупа гречневая (продел)","","503037"
"6472","Крупа гречневая (ядрица)","","503041"
"6473","Крупа кукурузная","","503056"
"6474","Крупа манная","","503060"
"6475","Крупа овсяная","","503075"
"6476","Крупа перловая","","503089"
"6477","Крупа полбяная","","503094"
"6478","Крупа,не поименованная в алфавите","","503107"
"6479","Крупа пшеничная 'Артек','Полтавская'","","503111"
"6480","Крупа ячневая","","503126"
"6481","Пшено (крупа)","","503130"
"6482","Рис (крупа)","","503145"
"6483","Саго","","503155"
"6484","Сечка овсяная","","503164"
"6485","Сечка просяная","","503179"
"6486","Сечка,не поименованная в алфавите","","503183"
"6487","Сечка рисовая","","503198"
"6488","Сечка ячменная","","503200"
"6489","Толокно","","503215"
"6490","Хлопья кукурузные","","503221"
"6491","Хлопья овсяные 'Геркулес'","","503234"
"6492","Хлопья пшеничные","","503249"
"6494","Прочие продукты перемола","","504006"
"6495","Мука гороховая","","504010"
"6498","Мука соевая","","504044"
"6500","Мука,не поименованная в алфавите","","504063"
"6501","Отруби и отходы мукомольного производства","","505009"
"6502","Мучка кормовая","","505013"
"6503","Отруби пшеничные","","505028"
"6504","Отруби,не поименованные в алфавите","","505032"
"6505","Отруби ржаные","","505047"
"6506","Отруби ячменные прессованные и непрессованные","","505051"
"6507","Отходы мукомольные зерновые","","505066"
"6508","Пыль мучная","","505070"
"6509","Продукция пищевой промышленности","","510007"
"6510","Хлеб и изделия хлебобулочные","","511002"
"6511","Изделия сухарные (сухари,гренки,хрустящие хлебцы)","","511014"
"6512","Изделия хлебобулочные,не поименованные в алфавите","","511029"
"6513","Хлеб печеный всякий","","511033"
"6514","Изделия макаронные","","512002"
"6515","Вермишель","","512017"
"6516","Лапша","","512021"
"6517","Изделия макаронные,не поименованные в алфавите","","512036"
"6518","Макароны","","512040"
"6519","Изделия кондитерские мучные","","513005"
"6520","Вафли","","513018"
"6521","Галеты кондитерские","","513024"
"6522","Изделия кондитерские мучные,не поименованные в алфавите","","513039"
"6523","Кексы","","513043"
"6524","Печенье","","513058"
"6525","Пирожные","","513062"
"6526","Пряники и коврижки","","513077"
"6527","Изделия кондитерские сахаристые,кроме мучных. мед","","514008"
"6528","Воск пчелиный","","514012"
"6529","Вощина","","514027"
"6530","Изделия кондитерские сахаристые,не поименованные в алфавите","","514031"
"6531","Карамель","","514046"
"6532","Конфеты,не поимено-ванные в алфавите","","514050"
"6533","Мармелад","","514065"
"6535","Мед пчелиный","","514084"
"6536","Монпансье","","514099"
"6537","Начинка карамельная фруктовая и ягодная","","514101"
"6538","Пастила всякая","","514116"
"6539","Сладости восточные,не поименованные в алфавите","","514120"
"6540","Сахар фруктовый и ягодный","","514135"
"6541","Соты с медом","","514147"
"6542","Лукумы","","514154"
"6543","Фрукты и ягоды глазированные (цукаты)","","514169"
"6544","Цукаты (фрукты и ягоды глазированные)","","514169"
"6545","Халва","","514173"
"6546","Шоколад","","514188"
"6547","Продукция крахмало-паточной промышленности","","515000"
"6548","Гидрол","","515015"
"6549","Глюкоза (сахар виноградный)","","515023"
"6550","Глютен","","515034"
"6552","Клейковина (отходы крахмалопаточного производства)","","515053"
"6553","Крахмал,не поименованный в алфавите","","515068"
"6554","Лактоза (сахар молочный)","","515072"
"6555","Мальтоза (сахар солодовый)","","515087"
"6556","Меласса (патока свекловичная)","","515091"
"6557","Мука картофельная (крахмал картофельный)","","515104"
"6558","Патока крахмальная,глюкозная,кукурузная","","515119"
"6559","Патока мальтозная","","515123"
"6560","Патока,не поименованная в алфавите","","515138"
"6561","Тапиока","","515142"
"6562","Концентраты пищевые,пряности,напитки сухие","","516003"
"6563","Агар,агароид","","516018"
"6564","Какао в бобах (сырье)","","516022"
"6566","Гвоздика (пряность)","","516041"
"6567","Горчица пищевая готовая и в порошке","","516056"
"6568","Дрожжи хлебопекарные прессованные и сухие","","516060"
"6569","Желатин пищевой","","516075"
"6570","Желе (сухое)","","516086"
"6571","Имбирь (пряность)","","516094"
"6572","Какао-порошок натуральное","","516107"
"6573","Какао-суррогат (суррогат-какао)","","516111"
"6574","Суррогат-какао (какао-суррогат)","","516111"
"6575","Каперсы","","516126"
"6576","Кардамон (пряность)","","516130"
"6577","Квас сухой","","516145"
"6578","Кисель сухой","","516152"
"6579","Кислота виннокаменная","","516164"
"6581","Кислота молочная","","516183"
"6582","Концентраты крупяные, непоименованные в алфавите","","516198"
"6583","Концентраты пищевые, непоименованые в алфавите","","516200"
"6584","Корица (пряность)","","516215"
"6585","Кофе натуральный","","516229"
"6586","Кофе-суррогат (кофе искусственный)","","516234"
"6587","Кровь консервированная","","516249"
"6588","Кровь сушеная","","516253"
"6589","Кубики бульонные","","516268"
"6590","Лист лавровый (пряность)","","516272"
"6591","Молоко сухое в порошке и в плитках","","516287"
"6592","Мука блинная","","516291"
"6593","Мука диетическая (смеси) для детского питания","","516304"
"6594","Напитки кофейные","","516319"
"6595","Напитки фруктовые,ягодные и хлебные в сухом виде,не поименованные в алфавите","","516323"
"6596","Напитки чайные","","516338"
"6597","Обрат сухой","","516342"
"6598","Палочки кукурузные","","516357"
"6599","Пектины","","516361"
"6600","Перец всякий горошком и молотый","","516376"
"6601","Порошки овощные","","516380"
"6602","Порошок яичный","","516395"
"6603","Пряности,не поименованные в алфавите","","516408"
"6604","Семя подсолнечника без скорлупы","","516412"
"6605","Сливки сухие в порошке","","516427"
"6606","Супы готовые","","516431"
"6607","Уксус пищевой","","516446"
"6608","Фарш мясной сушеный","","516450"
"6609","Хрен столовый","","516465"
"6610","Цикорий (пряность)","","516471"
"6611","Чай байховый зеленый","","516484"
"6612","Чай байховый черный","","516499"
"6613","Чай зеленый кирпичный","","516501"
"6614","Чай плиточный черный и зеленый","","516516"
"6615","Чай натуральный,не поименованный в алфавите","","516520"
"6616","Шафран (пряность)","","516535"
"6617","Шелуха от какао (какаовелла)","","516548"
"6618","Экстракт солодовый","","516554"
"6619","Экстракт чайный","","516569"
"6620","Экстракты кукурузные","","516573"
"6621","Экстракты мясные","","516588"
"6622","Экстракты фруктовые и ягодные","","516592"
"6623","Изделия табачно-махорочные","","517006"
"6624","Махорка крошеная и тертая","","517010"
"6625","Папиросы","","517025"
"6626","Сигареты","","517039"
"6627","Сигары","","517044"
"6628","Табак нюхательный","","517059"
"6629","Табак обработанный","","517063"
"6630","Изделия из табака,не поименованные в алфавите","","517078"
"6631","Продукция сахарной промышленности","","520009"
"6632","Сахар","","521001"
"6633","Сахар-песок","","521016"
"6634","Пудра сахарная","","521020"
"6635","Крошка рафинадная","","521035"
"6636","Сахар-рафинад (в том числе прессованный)","","521041"
"6637","Сахар-сырец","","521054"
"6638","Ксилит пищевой","","521069"
"6639","Сахар (в том числе диабетический),не поименованный в алфавите","","521073"
"6640","Соль","","530000"
"6641","Соль поваренная","","531003"
"6642","Соль кормовая (брикеты,глыбы,солеблоки)","","531022"
"6643","Соль пищевая молотая","","531037"
"6644","Соль пищевая немолотая","","531041"
"6645","Соль поваренная 'Экстра'","","531056"
"6646","Соль каменная","","531060"
"6647","Соль техническая (соль каменная)","","531060"
"6648","Соль пищевая выварочная","","531075"
"6649","Продукция комбикормовой промышленности","","540002"
"6650","Комбикорма","","541005"
"6651","Динатрийфосфат кормовой","","541010"
"6652","Комбикорма всякие","","541024"
"6653","Концентрат карбамидный","","541039"
"6654","Моноаммонийфосфат кормовой","","541043"
"6655","Премиксы","","541058"
"6656","Фосфат обесфтореный кормовой","","541062"
"6657","Фосфаты кормовые,не поименованные в алфавите","","541077"
"6658","Жмыхи и шроты. мука кормовая. отходы пищевой промышленности","","542008"
"6659","Выжимки овощные","","542012"
"6660","Галеты конские","","542027"
"6661","Дробина пивная","","542031"
"6662","Дрожжи кормовые (гидролизные,сульфатные)","","542046"
"6663","Жмыхи","","542050"
"6664","Жом (выжимки,мезга) картофельный","","542065"
"6665","Жом (выжимки,мезга) свекловичный","","542072"
"6666","Концентрат кормовой лизина","","542084"
"6667","Крупа кормовая ракушечная","","542099"
"6668","Лузга","","542101"
"6669","Мука (крупа) кормовая овощная","","542116"
"6670","Мука кормовая из китов и морского зверя","","542120"
"6671","Мука кормовая мясная","","542135"
"6672","Мука кормовая мясокостная","","542149"
"6673","Мука кормовая рыбная","","542154"
"6674","Мука кровяная","","542169"
"6675","Отходы кормовые семян сахарной свеклы","","542173"
"6676","Отходы пищевой промышленности,не поименованные в алфавите","","542188"
"6677","Полуфабрикат костный для животных кормов","","542192"
"6678","Скорлупа орехов и плодовых косточек","","542205"
"6679","Шелуха","","542215"
"6680","Шрот кормовой,не поименованный в алфавите","","542224"
"6681","Шрот,содержащий не более 1.5 % масла и не более 11 % влаги","","542239"
"6682","Преципитат кормовой","","542243"
"6683","Жмыхи,содержащие более 1.5 % масла и не более 11 % влаги","","542258"
"6684","Мука рыбная (отходы рыбные),нестабилизированная","","542262"
"6685","Концентрат кормовой комплексный КМБ-12","","542277"
"6686","Продукция молочной и маслосыродельной промышленности. яйца","","550004"
"6687","Молоко","","551007"
"6688","Молоко всякое,не поименованное в алфавите","","551011"
"6689","Молоко обезжиренное (обрат)","","551026"
"6690","Молочные продукты","","552001"
"6691","Брынза","","552014"
"6692","Кефир","","552029"
"6693","Кумыс","","552033"
"6694","Мороженое","","552048"
"6695","Пахта","","552052"
"6696","Простокваша","","552067"
"6697","Сливки свежие","","552071"
"6698","Сливки,не поименованные в алфавите","","552086"
"6699","Сметана","","552090"
"6701","Продукты молочные,не поименованные в алфавите","","552118"
"6702","Творог","","552122"
"6703","Масло животное. сыр","","553002"
"6704","Масло животное,не поименованное в алфавите","","553017"
"6705","Масло сливочное (в том числе с наполнителями)","","553021"
"6706","Масло топленое","","553036"
"6707","Сыр","","553040"
"6708","Продукция маргариновая и саломас","","554005"
"6709","Жиры для хлебопекарной промышленности","","554017"
"6710","Жиры кондитерские","","554024"
"6711","Жиры кулинарные","","554039"
"6712","Маргарин","","554043"
"6713","Продукция маргариновая,не поименованная в алфавите","","554058"
"6714","Саломас нерафинированный для маргариновой промышленности","","554062"
"6715","Саломас пищевой","","554077"
"6716","Саломас технический","","554081"
"6717","Яйца","","555008"
"6718","Яйца птицы","","555012"
"6719","Яйца,не поименованные в алфавите","","555027"
"6720","Масло растительное и его фракции","","556000"
"6721","Масло абрикосовое","","556015"
"6722","Масло арахисовое","","556022"
"6723","Масло бобовое","","556034"
"6724","Масло горчичное","","556049"
"6725","Масло из какаовеллы","","556053"
"6726","Масло из плодов,орехов миндаля","","556068"
"6727","Масло касторовое","","556072"
"6728","Масло кедровое","","556087"
"6729","Масло кокосовое","","556091"
"6730","Масло конопляное","","556104"
"6731","Масло кориандровое не эфирное","","556119"
"6732","Масло кукурузное","","556123"
"6733","Масло кунжутное","","556138"
"6734","Масло льняное","","556142"
"6735","Масло маковое","","556157"
"6736","Масло оливковое","","556161"
"6737","Масло ореховое техническое","","556176"
"6738","Масло пальмовое","","556180"
"6739","Пальмовый олеин","","556180"
"6740","Пальмовый стеарин","","556180"
"6741","Масло пальмоядровое","","556195"
"6742","Масло подсолнечное","","556208"
"6743","Масло прованское","","556212"
"6744","Масло рапсовое","","556227"
"6745","Масло рыжиковое","","556231"
"6746","Масло сафоровое","","556246"
"6747","Масло соевое","","556250"
"6748","Масло сурепное","","556265"
"6749","Масло тахинное","","556275"
"6750","Масло тунговое","","556284"
"6751","Масло хлопковое","","556299"
"6752","Масла растительные,пищевые,не поименованные в алфавите","","556301"
"6753","Остатки растительных масел,не поименованные в алфавите","","556316"
"6754","Соапстоки светлых масел","","556320"
"6755","Соапстоки темных масел","","556335"
"6756","Продукция мясной промышленности","","560006"
"6757","Мясо и субпродукты","","561009"
"6758","Баранина","","561013"
"6759","Говядина в блоках","","561028"
"6760","Говядина мороженая","","561032"
"6761","Говядина охлажденная","","561047"
"6762","Конина","","561051"
"6763","Ливер (легкое,печень,сердце)","","561066"
"6764","Мясо диких животных","","561070"
"6765","Мясо дичи (птицы дикой)","","561085"
"6766","Мясо домашних животных во всяком виде,кроме консервов","","561098"
"6767","Мясо птицы домашней","","561102"
"6768","Свинина в блоках","","561117"
"6769","Свинина мороженая","","561121"
"6770","Свинина охлажденная","","561136"
"6771","Субпродукты мясные,не поименованные в алфавите","","561140"
"6772","Изделия колбасные,копчености и полуфабрикаты мясные","","562001"
"6773","Бекон соленый и копченый","","562016"
"6774","Изделия колбасные","","562020"
"6775","Копчености мясные","","562035"
"6776","Мясо морских животных всякое","","562040"
"6777","Мясопродукты,не поименованные в алфавите","","562054"
"6778","Пельмени","","562069"
"6779","Полуфабрикаты мясные замороженные","","562073"
"6780","Жиры и сало животных и птиц","","563004"
"6781","Жир гусиный","","563019"
"6782","Жир костный","","563023"
"6783","Жиры животные пищевые: бараний,говяжий,свиной и других животных","","563038"
"6784","Жиры животные технические","","563042"
"6785","Сало свиное соленое и копченое (шпик)","","563057"
"6786","Шпик (сало свиное соленое и копченое)","","563057"
"6787","Сало животное пищевое сырое и топленое","","563061"
"6788","Жир животный кормовой","","563076"
"6789","Жир микробный технический","","563080"
"6790","Отходы мясной промышленности","","564007"
"6791","Альбумин","","564011"
"6792","Корнит (прессованная роговая стружка)","","564026"
"6793","Кость для производства желатина","","564030"
"6794","Кость пищевая","","564045"
"6795","Мездра","","564056"
"6796","Оболочка колбасная белковая","","564064"
"6797","Отходы мясные,не поименованные в алфавите","","564079"
"6798","Рога,копыта","","564083"
"6799","Сырье эндокринное","","564098"
"6800","Рыба и рыбопродукты","","570008"
"6801","Рыба живая,мальки,рыбки для аквариумов","","571000"
"6802","Икра рыбы живая","","571015"
"6803","Мальки","","571027"
"6805","Рыбки для аквариумов","","571049"
"6806","Рыба свежая,охлажденная и свежемороженая. отходы рыбные. ракообразные и моллюски","","572003"
"6807","Изделия кулинарные рыбные","","572018"
"6808","Крабы","","572022"
"6809","Креветки","","572037"
"6810","Моллюски","","572041"
"6811","Омары","","572056"
"6812","Отходы от рыб,не поименованные в алфавите","","572060"
"6813","Раки пресноводные","","572075"
"6814","Рыба свежемороженая","","572080"
"6815","Рыба свежая и охлажденная,не поименованная в алфавите","","572094"
"6816","Рыба,не поименованная в алфавите","","572107"
"6817","Трепанги","","572111"
"6818","Устрицы","","572126"
"6819","Филе рыбное","","572130"
"6820","Рыбопродукты соленые,копченые,сушеные","","573006"
"6821","Балыки","","573010"
"6822","Вобла вяленая,копченая и соленая","","573025"
"6823","Вязига","","573032"
"6824","Икра рыб пищевая","","573044"
"6825","Пельмени рыбные","","573059"
"6826","Рыба вяленая,копченая,не поименованная в алфавите","","573063"
"6827","Рыба маринованная","","573078"
"6828","Рыба соленая,кроме сельди","","573082"
"6832","Теша","","573129"
"6833","Фарш рыбный кормовой","","573133"
"6834","Жир рыбий,китовый и морского зверя","","574009"
"6835","Гракс (остатки жиротопления)","","574013"
"6836","Жир китовый всякий","","574028"
"6837","Жир рыбий всякий","","574032"
"6838","Жир морских млекопитающих и рыб,ветеринарный","","574047"
"6839","Жир морских млекопитающих и рыб,технический","","574051"
"6840","Жир спермацетовый","","574066"
"6841","Жир морского зверя: моржовый,тюлений и др.,не поименованный в алфавите","","574070"
"6842","Продукция плодоовощной промышленности","","580003"
"6843","Консервы всякие. фрукты,ягоды,овощи и грибы моченые,соленые,квашеные,маринованные и сульфитированные","","581002"
"6844","Варенье","","581017"
"6845","Горошек зеленый консервированный","","581021"
"6846","Грибы маринован-ные и соленые","","581036"
"6847","Груши моченые","","581040"
"6848","Джемы","","581055"
"6849","Капуста квашеная","","581066"
"6850","Компоты","","581074"
"6851","Консервы из раков,ракообразных и моллюсков","","581089"
"6852","Консервы молочные","","581093"
"6853","Консервы овощные","","581106"
"6854","Консервы рыбные","","581110"
"6855","Консервы фруктовые","","581125"
"6856","Консервы яичные","","581132"
"6857","Конфитюры","","581144"
"6858","Коренья огородные и полевые маринованные и соленые","","581159"
"6859","Майонез","","581163"
"6860","Маслины (оливки) консервированные","","581178"
"6861","Меланж яичный","","581182"
"6862","Молоко сгущенное,в том числе с какао и кофе","","581197"
"6863","Обрат сгущенный","","581209"
"6864","Овощи маринованные,моченые,пастеризо-ванные,соленые,не поименованные в алфавите","","581214"
"6865","Огурцы маринованные и соленые","","581229"
"6866","Паста и пюре томатные","","581233"
"6867","Повидло фруктовое и ягодное","","581248"
"6868","Помидоры (томаты) моченые и соленые","","581252"
"6869","Пресервы рыбные (в том числе сельдь специального баночного посола)","","581267"
"6870","Пульпа плодовая и ягодная","","581271"
"6871","Пюре из овощей","","581286"
"6872","Пюре плодовые и ягодные","","581290"
"6873","Сиропы всякие","","581303"
"6874","Соусы всякие","","581318"
"6875","Тыква моченая и соленая","","581322"
"6876","Яблоки моченые,маринованные,сульфитированные","","581337"
"6877","Ягоды и фрукты в сиропе,моченые,маринованные,сульфитированные","","581341"
"6878","Консервы мясные и мясорастительные","","581356"
"6879","Фрукты и ягоды сушеные","","582005"
"6880","Ананасы сушеные","","582019"
"6881","Виноград сушеный всякий","","582024"
"6882","Вишни сушеные","","582039"
"6884","Дыни сушеные","","582058"
"6885","Инжир (ягоды винные,смоква) сушеный","","582062"
"6886","Кишмиш","","582077"
"6887","Компот из сухих фруктов и ягод","","582081"
"6888","Курага (сухофрукты)","","582096"
"6889","Малина сушеная","","582109"
"6890","Маслины (оливки) сушеные","","582113"
"6891","Сабза (сабла)","","582128"
"6892","Фрукты сушеные,не поименованные в алфавите","","582132"
"6893","Черемуха (плоды) сушеная","","582147"
"6894","Черника сушеная","","582151"
"6897","Ягоды сушеные,не поименованные в алфавите","","582185"
"6898","Овощи,картофель и грибы сушеные","","583008"
"6899","Грибы сушеные","","583012"
"6900","Картофель сушеный","","583027"
"6901","Коренья огородные и полевые сушеные","","583031"
"6902","Овощи сушеные,не поименованные в алфавите","","583046"
"6903","Перец в стручках сушеный","","583050"
"6904","Тыква сушеная","","583065"
"6905","Соки","","584000"
"6906","Сок виноградный сгущенный (бекмес)","","584015"
"6907","Сок виноградный,не поименованый в алфавите","","584024"
"6909","Сок яблочный","","584049"
"6910","Соки овощные,не поименованные в алфавите","","584068"
"6911","Соки,не поименованные в алфавите","","584072"
"6912","Соки фруктовые и ягодные,не поименованные в алфавите","","584087"
"6913","Сусло виноградное","","584091"
"6914","Спирт,напитки алкогольные и безалкогольные","","590001"
"6915","Вино","","591004"
"6916","Вина виноградные","","591019"
"6917","Вина фруктовые и ягодные","","591023"
"6918","Вина шампанские и игристые","","591038"
"6919","Виноматериалы,содержащие менее 24 % спирта по объему","","591042"
"6920","Напитки ферментированные","","591057"
"6921","Спирт этиловый винный","","591061"
"6922","Пиво","","592007"
"6923","Брага алкогольная","","592011"
"6924","Пиво всякое","","592026"
"6925","Сусло пивное","","592030"
"6926","Водка и изделия ликеро-водочные","","593000"
"6927","Водка","","593014"
"6928","Изделия водочные,не поименованные в алфавите","","593029"
"6929","Композиция для купажа напитка 'Лимонад'","","593033"
"6930","Коньяки","","593048"
"6931","Ликеры","","593052"
"6932","Наливки","","593067"
"6933","Настойки","","593071"
"6934","Ром","","593086"
"6935","Саке","","593090"
"6936","Пунши","","593103"
"6937","Напитки слабоалкогольные","","593118"
"6938","Спирт","","594002"
"6939","Дистиллат винный (спирт коньячный)","","594017"
"6940","Спирт этиловый ректификованный","","594021"
"6941","Спирт-сырец этиловый виноградный","","594036"
"6942","Спирт денатурированный","","594040"
"6943","Спирт этиловый абсолютированный","","594055"
"6944","Спирт этиловый синтетический","","594074"
"6945","Спирт неденатурированный","","594089"
"6946","Спирт этиловый не поименованный в алфавите","","594093"
"6947","Напитки безалкогольные и воды минеральные","","595005"
"6948","Воды минеральные,натуральные и искусственные","","595016"
"6949","Квас фруктовый,хлебный и ягодный в жидком виде","","595024"
"6950","Морсы фруктовые и ягодные всякие","","595039"
"6951","Напитки газированные фруктовые и ягодные","","595043"
"6952","Напитки плодовоягодные,не поименованные в алфавите","","595058"
"6953","Напитки,не поименованные в алфавите","","595062"
"6954","Сидры","","595077"
"6955","Барда,вода и лед","","600006"
"6956","Барда","","601009"
"6957","Барда жидкая","","601013"
"6958","Вода и лед","","602001"
"6959","Вода обыкновенная","","602016"
"6960","Лед естественный","","602020"
"6961","Раздел 10. Продукция легкой и полиграфической промышленности","","610000"
"6962","Волокно хлопковое","","610008"
"6966","Волокно хлопковое (хлопок-волокно)","","611015"
"6967","Линт (пух) хлопковый","","611028"
"6968","Пух хлопковый (линт)","","611028"
"6969","Отходы хлопковые,кроме улюка","","611034"
"6970","Улюк хлопковый","","611049"
"6971","Отходы волокнистые хлопкоочистительных заводов","","611053"
"6972","Продукция переработки растительных волокон,шерсти и волоса","","620004"
"6973","Волокна лубяные","","621002"
"6974","Волокна лубяные,не поименованные в алфавите","","621017"
"6975","Волокно джута","","621021"
"6976","Волокно джута (джут-волокно)","","621021"
"6977","Джут-волокно","","621021"
"6978","Волокно кенафа","","621036"
"6979","Волокно кендыря","","621040"
"6980","Волокно конопли","","621055"
"6981","Волокно льна-долгунца ( льноволокно)","","621067"
"6982","Льноволокно (волокно льна-долгунца)","","621067"
"6983","Котонин прядильный","","621074"
"6984","Лен чесаный","","621089"
"6985","Луб сухой","","621093"
"6986","Луб пеньковый","","621106"
"6987","Отходы льняные и пеньковые","","621110"
"6988","Очесы волокон джута,кенафа,кендыря и др.,не поименованные в алфавите","","621125"
"6990","Очесы пеньковые","","621144"
"6991","Пенька чесаная","","621159"
"6992","Пеньковолокно","","621163"
"6993","Пакля","","621178"
"6994","Пакля,не поименованная в алфавите","","621178"
"6995","Пряжа и нитки всякие,шелк-сырец","","622005"
"6996","Коконы шелкопряда сухие","","622010"
"6997","Куколка тутового шелкопряда","","622024"
"6998","Нитки из синтетического шелка","","622039"
"6999","Нитки льняные всякие","","622043"
"7000","Нитки,не поименованные в алфавите","","622058"
"7001","Нитки хлопчатобумажные всякие","","622062"
"7002","Нитки шелковые","","622077"
"7003","Пряжа всякая,не поименованная в алфавите","","622081"
"7004","Пряжа камвольная всякая","","622096"
"7005","Пряжа льно-джуто-кенафная","","622109"
"7006","Пряжа льняная","","622113"
"7008","Пряжа хлопчатобумажная","","622132"
"7009","Пряжа шелковая","","622147"
"7010","Пряжа шерстяная всякая","","622151"
"7011","Пряжа штапельная","","622166"
"7012","Путанка и концы пряжи","","622170"
"7013","Шелк-сырец (грежа)","","622185"
"7014","Изделия крученые,кроме пряжи и ниток","","623008"
"7015","Веревки всякие,не поименованные в алфавите","","623012"
"7016","Изделия крученые,не поименованные в алфавите","","623027"
"7017","Канатики из лубяных волокон","","623031"
"7018","Канаты из химических волокон","","623046"
"7019","Канаты пеньковые и хлопчатобумажные","","623050"
"7020","Ковры веревочные","","623065"
"7021","Сети веревочные,кроме рыболовных и спортивных","","623072"
"7022","Такелаж веревочный","","623084"
"7023","Тросы веревочные и канатные","","623099"
"7024","Шнуры прочие,не поименованные в алфавите","","623101"
"7025","Шнуры крученые","","623116"
"7026","Шпагат всякий,кроме бумажного","","623120"
"7027","Фитиль зажигательный тлеющий (ФЗТ)","","623135"
"7028","Вата хлопчатобумажная","","624000"
"7029","Вата хлопчато-бумажная всякая","","624015"
"7030","Вата хлопковая","","624025"
"7031","Вата льняная,щелковая и шерстяная","","625003"
"7032","Вата льняная","","625018"
"7033","Вата шелковая","","625022"
"7034","Вата шерстяная","","625037"
